,Price,Age_08_04,KM,HP,cc,Doors,Gears,Quarterly_Tax,Weight
476,10500,54,63135,110,1600,3,5,69,1050
477,11950,54,63123,110,1600,4,5,69,1035
478,11500,48,63000,69,1900,5,5,185,1140
479,11500,55,63000,110,1600,4,5,69,1035
480,11450,54,62987,110,1600,5,5,85,1080
481,9900,56,62751,110,1600,3,5,69,1050
482,9500,54,62519,97,1400,3,5,69,1025
483,10500,50,62280,97,1400,5,5,85,1060
484,10750,50,61672,110,1600,5,5,85,1075
485,8950,54,61000,69,2000,5,5,185,1140
486,12000,56,61000,110,1600,3,5,69,1050
487,9940,53,60558,110,1600,4,5,19,1105
488,10950,47,60348,110,1600,4,5,69,1030
489,10750,54,60239,110,1600,5,5,85,1075
490,9799,51,59000,97,1400,3,5,69,1025
491,11750,51,58761,97,1300,5,5,85,1060
492,11950,54,58745,110,1600,4,5,69,1035
493,11250,52,58596,110,1600,3,5,69,1045
494,11750,54,58530,110,1600,5,5,85,1075
495,10950,55,58377,110,1600,3,5,69,1050
496,11250,56,58142,110,1600,5,5,85,1080
497,9950,53,57948,97,1400,3,5,69,1025
498,9700,51,57645,110,1600,5,5,85,1080
499,11950,47,57500,110,1600,4,5,19,1105
500,9900,53,57475,110,1600,3,5,69,1040
501,9990,55,56743,110,1600,3,5,69,1045
502,9475,48,56675,97,1400,3,5,69,1025
503,11500,54,55877,110,1600,5,5,85,1075
504,11950,53,55500,110,1600,4,5,69,1035
505,11500,55,54900,97,1400,5,5,85,1060
506,10500,50,54465,110,1600,5,5,85,1075
507,10900,46,53700,97,1400,5,5,85,1060
508,11700,52,53561,97,1400,5,5,85,1060
509,11900,51,53408,110,1600,5,5,85,1080
510,13950,51,53268,110,1600,5,5,85,1080
511,10950,49,53116,97,1400,3,5,69,1025
512,10500,56,52448,97,1400,3,5,69,1025
513,10750,55,52149,97,1400,3,5,19,1085
514,11950,55,52141,110,1600,5,5,85,1070
515,10000,56,52000,97,1400,3,5,69,1025
516,10495,48,50967,97,1400,5,5,85,1060
517,11450,50,50400,110,1600,5,5,85,1080
518,9400,54,50000,97,1400,3,5,69,1025
519,11950,51,50000,86,1300,5,5,69,1045
520,9650,53,49969,110,1600,5,5,85,1075
521,18950,49,49568,110,1600,3,5,19,1105
522,11450,51,49473,110,1600,3,5,85,1055
523,10250,52,49432,110,1600,3,5,69,1050
524,11450,48,49417,110,1600,3,5,69,1045
525,9950,54,49366,97,1400,3,5,69,1025
526,10500,56,48731,110,1600,3,5,85,1055
527,13750,54,48370,110,1600,5,5,85,1080
528,9950,48,48071,97,1400,3,5,69,1025
529,10250,54,47852,110,1600,4,5,69,1030
530,10850,54,47768,110,1600,3,5,85,1055
531,11895,52,47689,110,1600,5,5,85,1075
532,12950,53,47451,110,1600,3,5,85,1055
533,11950,50,47219,110,1600,5,5,85,1080
534,10750,56,47211,110,1600,5,5,85,1070
535,9550,54,46856,97,1400,5,5,85,1060
536,10950,56,46500,86,1300,5,5,69,1035
537,11750,52,46449,110,1600,4,5,69,1035
538,10950,47,46391,110,1600,5,5,85,1075
539,12450,54,46230,110,1600,3,5,85,1055
540,10500,52,46029,110,1600,4,5,69,1030
541,10900,50,46000,97,1400,3,5,69,1025
542,12950,50,45900,110,1600,5,5,85,1075
543,10950,47,45850,97,1400,5,5,85,1060
544,12500,56,45336,110,1600,5,5,85,1080
545,9950,55,44537,97,1400,3,5,69,1025
546,10750,56,43700,86,1300,3,5,69,1025
547,12500,48,43120,97,1400,3,5,69,1030
548,10450,49,41710,110,1600,3,5,69,1040
549,10750,52,41700,97,1400,3,5,69,1025
550,12950,49,41636,110,1600,5,5,19,1105
551,10995,50,41273,97,1400,5,5,85,1060
552,11950,49,40836,110,1600,3,5,85,1075
553,11250,50,40400,97,1400,5,5,85,1060
554,11950,47,40361,110,1600,5,5,85,1090
555,13750,54,40325,86,1300,5,5,69,1045
556,11000,47,40000,110,1600,5,5,85,1080
557,13500,50,39706,110,1600,5,5,85,1080
558,10950,54,39291,110,1600,3,5,69,1040
559,10750,54,39000,97,1400,3,5,69,1025
560,8950,47,38900,97,1400,3,5,69,1025
561,12950,51,38403,110,1600,3,5,85,1055
562,9750,56,37461,97,1400,3,5,69,1025
563,10900,54,37000,97,1400,3,5,69,1025
564,10995,55,36406,110,1600,4,5,69,1035
565,10750,48,36005,97,1400,5,5,85,1065
566,10950,52,36000,110,1600,5,5,85,1075
567,13000,49,36000,110,1600,5,5,85,1080
568,12950,45,36000,110,1600,3,5,85,1070
569,11500,52,35823,110,1600,5,5,85,1075
570,10950,56,35230,97,1400,3,5,69,1025
571,11710,48,35142,110,1600,3,5,85,1055
572,9980,49,34890,97,1400,3,5,69,1025
573,12250,51,34882,110,1600,5,5,85,1075
574,11500,46,34000,110,1600,5,5,85,1075
575,11950,56,33998,110,1600,5,5,85,1080
576,11500,55,33230,110,1600,3,5,69,1050
577,11900,46,33021,110,1600,5,5,85,1080
578,11930,49,31999,97,1400,3,5,69,1030
579,10500,52,31579,97,1400,3,5,69,1025
580,8950,56,31000,97,1400,3,5,69,1025
581,10450,46,30806,97,1400,5,5,85,1060
582,10500,55,30461,86,1300,5,5,69,1050
583,12950,50,29686,110,1600,3,5,85,1075
584,9950,55,29650,86,1300,3,6,69,1025
585,12900,52,29500,110,1600,3,5,85,1055
586,9950,48,28656,97,1400,3,5,19,1085
587,9950,55,27500,97,1400,3,5,69,1025
588,10950,48,26938,110,1600,3,5,69,1040
589,10950,53,26624,97,1400,5,5,85,1060
590,9950,47,26221,97,1400,3,5,69,1025
591,10950,50,22648,97,1400,5,5,85,1060
592,10800,50,22500,97,1400,3,5,69,1025
593,10500,56,19313,97,1400,3,5,69,1025
594,10450,50,17619,110,1600,4,5,69,1030
595,10600,51,17069,97,1400,3,5,69,1025
596,10450,48,15000,97,1400,3,5,69,1025
597,12950,50,10210,97,1400,5,5,85,1065
598,11250,47,5309,110,1600,3,5,85,1070
599,7500,50,1,90,2000,3,5,64,1260
600,8950,52,31000,97,1398,3,5,69,1025
601,6950,58,205000,72,2000,4,5,185,1100
602,7900,68,204250,72,2000,3,5,185,1115
603,5950,68,194545,86,1300,4,5,69,1000
604,7500,59,190900,72,2000,3,5,185,1115
605,7500,62,183500,72,2000,5,5,185,1140
606,6900,65,176184,72,2000,3,5,185,1115
607,5751,67,174833,72,2000,4,5,185,1100
608,6950,68,155720,86,1300,3,5,69,1015
609,7950,67,155500,110,1600,5,5,69,1050
610,7750,59,154783,72,2000,3,5,185,1120
611,7950,64,154462,72,2000,5,5,185,1135
612,8250,64,150585,110,1600,3,6,85,1065
613,6250,67,149000,90,2000,5,5,64,1135
614,9500,62,147636,72,2000,5,5,185,1135
615,6900,59,144521,72,2000,5,5,64,1135
616,8450,64,144000,110,1600,3,6,72,1065
617,7350,65,140168,72,2000,3,5,185,1115
618,8950,68,140000,110,1600,5,5,85,1085
619,6900,60,139800,72,2000,3,5,185,1115
620,8950,59,137050,110,1600,3,5,197,1078
621,8750,61,136956,110,1600,3,6,85,1065
622,7950,67,135337,110,1600,5,5,197,1120
623,8950,64,133769,72,2000,3,5,185,1120
624,8950,58,133405,72,2000,5,5,185,1135
625,8950,65,132807,72,2000,5,5,185,1135
626,7950,64,132393,72,2000,5,5,185,1135
627,7750,60,130270,110,1600,3,5,69,1050
628,7500,59,130000,72,2000,4,5,185,1135
629,8950,67,127000,72,2000,5,5,185,1135
630,9800,67,126800,72,2000,5,5,185,1135
631,9450,66,126452,110,1600,5,5,85,1085
632,8950,62,125175,116,2000,5,5,185,1150
633,8750,68,125000,72,2000,3,5,185,1115
634,10500,61,123000,72,2000,5,5,185,1135
635,7995,59,121626,86,1300,5,5,69,1050
636,10450,64,120400,110,1600,5,5,85,1090
637,9950,66,120000,72,2000,4,5,185,1100
638,9950,68,119541,110,1600,3,5,85,1055
639,8950,68,119500,110,1600,5,5,85,1070
640,7950,68,119289,110,1600,4,5,69,1035
641,10950,57,118833,110,1600,3,6,85,1065
642,9950,64,118000,72,2000,5,5,185,1150
643,8600,68,117955,110,1600,4,5,85,1065
644,7250,65,117609,86,1300,3,5,69,1015
645,6950,68,117000,72,2000,3,5,185,1115
646,8000,64,116000,86,1300,5,5,69,1045
647,9950,58,115715,110,1600,5,5,85,1070
648,9450,60,115191,110,1600,4,5,197,1079
649,7950,68,115071,110,1600,3,5,85,1055
650,9450,63,115000,110,1600,3,5,197,1109
651,9950,64,114846,110,1600,5,5,85,1075
652,6950,65,114383,90,2000,3,5,64,1260
653,8250,59,113700,110,1600,5,5,19,1065
654,9950,67,113118,86,1300,3,5,69,1020
655,8250,59,112827,86,1300,5,5,69,1040
656,9950,68,112116,110,1600,5,5,85,1070
657,10500,66,112000,110,1600,3,6,85,1065
658,7950,62,112000,72,2000,4,5,64,1135
659,9750,65,111769,110,1600,3,6,85,1065
660,9250,61,110853,110,1600,5,5,85,1070
661,9500,68,110287,110,1600,3,5,69,1050
662,9950,62,109547,110,1600,5,5,85,1075
663,7750,63,109230,110,1600,3,5,69,1050
664,9500,68,109150,110,1600,5,5,85,1075
665,9950,67,108793,110,1600,4,5,69,1035
666,9750,64,106784,110,1600,3,5,19,1050
667,9750,58,105942,86,1300,5,5,69,1040
668,5950,59,105000,86,1300,3,5,19,1015
669,8500,62,105000,86,1300,5,5,69,1040
670,8495,68,104299,110,1600,5,5,85,1085
671,9250,67,104000,86,1300,3,5,69,1020
672,6900,68,104000,86,1300,3,5,19,1015
673,8950,58,103458,86,1300,3,5,69,1025
674,9500,63,103400,110,1600,5,5,85,1075
675,9250,63,102807,86,1300,5,5,85,1055
676,9895,68,102494,110,1600,5,5,85,1090
677,9950,57,102300,72,2000,5,5,185,1135
678,7950,61,102106,110,1600,3,5,69,1050
679,8750,68,101889,110,1600,5,5,85,1075
680,8250,57,101791,72,2000,3,5,185,1115
681,8950,63,101469,110,1600,3,6,85,1065
682,8950,68,101001,110,1600,5,5,85,1075
683,8950,61,100748,110,1600,5,5,85,1070
684,8950,65,100550,110,1600,5,5,85,1075
685,9450,67,99781,110,1600,5,5,85,1085
686,8950,59,98658,86,1300,3,5,69,1020
687,9250,65,98500,110,1600,5,5,85,1075
688,8750,64,98291,86,1300,4,5,69,1000
689,9950,61,97648,110,1600,3,6,85,1065
690,9950,61,97425,110,1600,5,5,85,1075
691,9900,65,97173,86,1300,3,5,69,1015
692,8950,66,97046,86,1300,4,5,69,1000
693,8950,67,96000,110,1600,3,5,69,1050
694,12250,60,96000,72,2000,4,5,185,1100
695,9250,67,95750,110,1600,5,5,85,1070
696,10250,61,95147,110,1600,3,5,85,1050
697,8950,68,95000,110,1600,3,5,69,1050
698,7999,65,95000,110,1600,3,5,69,1050
699,9900,66,94606,110,1600,3,5,85,1065
700,8250,63,94504,86,1300,4,5,69,1000
701,10500,65,93428,110,1600,5,5,85,1075
702,8450,65,93408,86,1300,3,5,69,1015
703,9900,68,93296,110,1600,5,5,85,1090
704,10500,62,93098,110,1600,5,5,85,1075
705,8500,67,92922,72,2000,4,5,185,1100
706,9500,61,92498,110,1600,3,5,69,1050
707,9450,65,92226,110,1600,3,6,85,1065
708,9900,68,91505,72,2000,3,5,185,1115
709,8250,64,91333,110,1600,3,5,69,1050
710,8750,65,91246,86,1300,3,5,69,1015
711,9500,58,91000,110,1600,5,5,85,1075
712,8450,68,90727,110,1600,3,5,69,1050
713,8490,62,90000,110,1600,3,5,69,1050
714,8750,60,89576,110,1600,4,5,69,1035
715,9750,64,89145,86,1300,3,5,69,1025
716,9950,63,89000,110,1600,5,5,85,1085
717,8500,68,88807,110,1600,3,5,69,1050
718,8450,63,88685,110,1600,5,5,85,1070
719,7900,62,88667,110,1600,4,5,69,1040
720,8750,57,88480,110,1600,3,5,69,1050
721,7950,61,88127,86,1300,3,5,69,1015
722,6900,62,88000,86,1300,3,5,69,1020
723,8150,65,87821,86,1300,3,5,69,1015
724,10995,59,87654,86,1300,5,5,85,1065
725,8900,59,86888,110,1600,3,5,69,1050
726,9500,59,86871,86,1300,5,5,69,1040
727,8950,68,86714,110,1600,4,5,69,1035
728,11500,65,85889,110,1600,3,6,85,1065
729,10450,62,85000,110,1600,3,5,69,1050
730,10500,60,85000,86,1300,3,5,69,1025
731,9250,68,84976,110,1600,4,5,69,1035
732,10950,65,84558,110,1600,5,5,19,1120
733,10450,62,84549,110,1600,5,5,85,1075
734,9250,68,84482,110,1600,5,5,85,1075
735,8750,62,83908,110,1600,5,5,85,1070
736,8750,67,83560,86,1300,3,5,69,1015
737,9800,68,83000,107,1600,5,5,85,1100
738,8250,64,82723,86,1300,3,5,69,1015
739,10450,62,82421,110,1600,3,6,85,1065
740,9750,58,82254,110,1600,5,5,69,1050
741,8950,61,82115,110,1600,3,5,85,1055
742,7450,65,82000,86,1300,3,5,69,1015
743,8450,68,81965,86,1300,5,5,69,1035
744,8250,66,81250,110,1600,3,5,19,1050
745,10950,65,81192,110,1600,3,6,85,1065
746,8950,61,81170,110,1600,4,5,69,1040
747,8750,66,81083,86,1300,3,5,69,1015
748,10450,61,80714,110,1600,5,5,85,1075
749,10950,57,80470,110,1600,5,5,85,1085
750,8450,65,80439,110,1600,4,5,69,1035
751,9950,59,80430,110,1600,3,6,85,1065
752,9950,68,80426,110,1600,3,5,85,1055
753,8750,62,80265,86,1300,3,5,69,1015
754,9950,65,80153,110,1600,5,5,85,1070
755,9500,68,80121,110,1600,5,5,85,1070
756,8250,65,80086,110,1600,4,5,69,1035
757,10950,62,80000,110,1600,5,5,85,1075
758,7950,60,80000,86,1300,5,5,19,1015
759,8250,65,80000,86,1300,2,5,19,1015
760,9895,67,79858,110,1600,4,5,69,1040
761,9130,67,79762,86,1300,3,5,69,1015
762,10950,59,79660,86,1300,5,5,85,1065
763,10500,60,79150,110,1600,5,5,85,1075
764,8900,61,79000,110,1600,3,5,69,1050
765,9500,57,78955,86,1300,5,5,69,1045
766,10950,59,78750,90,1975,5,5,210,1155
767,7950,68,78521,86,1300,3,5,69,1015
768,7950,64,78356,86,1300,3,5,69,1015
769,7950,65,78076,86,1300,3,5,69,1015
770,9500,61,78063,107,1600,5,5,85,1100
771,10950,67,77821,110,1600,5,5,85,1075
772,9750,68,77695,110,1600,4,5,69,1035
773,9750,65,77500,110,1600,3,5,69,1050
774,9450,63,77457,110,1600,3,5,85,1055
775,8950,68,77029,86,1300,3,5,69,1015
776,8950,68,77008,86,1300,3,5,69,1015
777,8900,66,76791,110,1600,5,5,85,1070
778,9950,61,76700,86,1300,5,5,69,1035
779,8750,67,76569,86,1300,3,5,69,1020
780,8950,59,76162,110,1600,5,5,85,1075
781,8990,65,76155,110,1600,4,5,69,1035
782,8950,61,75609,86,1300,3,5,69,1015
783,8950,62,75569,72,2000,3,5,185,1120
784,9950,67,75429,110,1600,3,6,85,1065
785,9900,68,75000,110,1600,5,5,85,1075
786,8950,65,75000,86,1300,3,5,19,1015
787,8950,62,75000,110,1600,5,5,85,1070
788,9500,66,74963,107,1600,3,5,85,1085
789,7950,68,74889,86,1300,3,5,69,1015
790,7750,68,74875,110,1600,5,5,85,1070
791,8950,63,74747,110,1600,5,5,85,1075
792,11950,60,74720,110,1600,5,5,85,1085
793,8950,62,74457,110,1600,5,5,85,1075
794,11950,60,74337,86,1300,5,5,69,1035
795,8950,68,74308,110,1600,3,5,69,1050
796,9950,64,74193,110,1600,3,5,69,1050
797,8250,65,74179,110,1600,3,5,69,1050
798,8995,67,73936,86,1300,5,5,69,1050
799,9995,61,73894,110,1600,3,6,85,1065
800,9250,64,73500,110,1600,3,5,69,1050
801,10950,64,73376,110,1600,5,5,85,1070
802,8900,64,73300,86,1300,3,5,69,1015
803,9500,58,73172,110,1600,5,5,85,1075
804,9950,58,72928,110,1600,5,5,85,1075
805,7950,67,72880,86,1332,3,5,69,1015
806,8250,63,72522,110,1600,3,5,69,1050
807,9450,64,72000,86,1300,3,5,69,1015
808,7950,57,72000,86,1300,3,5,69,1015
809,9500,59,71366,110,1600,3,6,85,1065
810,8950,65,71317,110,1600,3,5,69,1050
811,10950,62,71000,110,1600,5,5,85,1070
812,8950,60,70954,110,1600,3,5,69,1050
813,9450,63,70908,86,1300,5,5,69,1035
814,8000,58,70560,110,1600,3,5,69,1050
815,9900,67,70552,110,1600,5,5,85,1075
816,8950,62,70500,110,1600,5,5,69,1035
817,10900,60,70453,72,2000,5,5,185,1135
818,9450,59,70218,110,1600,3,5,69,1050
819,8450,64,70116,110,1600,4,5,69,1035
820,9500,65,70068,110,1600,5,5,85,1075
821,10500,67,70000,107,1587,3,5,19,1065
822,6950,68,70000,86,1300,3,5,69,1015
823,9750,68,69103,110,1600,4,5,69,1035
824,6950,58,69022,86,1300,5,5,69,1035
825,9650,67,69000,110,1600,3,6,85,1065
826,9950,68,68865,110,1600,3,6,85,1065
827,9250,58,68723,86,1300,3,5,69,1025
828,8950,63,68453,110,1600,5,5,85,1070
829,9900,63,68238,86,1300,5,5,69,1050
830,10995,63,68153,110,1600,5,5,85,1085
831,10500,65,68000,110,1600,5,5,85,1075
832,8950,65,68000,86,1300,3,5,69,1015
833,9750,67,67762,110,1600,3,6,85,1065
834,10950,68,67146,110,1600,5,5,85,1075
835,9750,67,67110,86,1300,5,5,69,1035
836,9950,59,67010,110,1600,3,6,85,1065
837,10500,65,67003,110,1600,4,5,69,1035
838,10400,68,66785,86,1300,3,5,69,1045
839,8800,68,66550,86,1332,3,5,69,1010
840,10500,61,66259,110,1600,3,6,85,1065
841,9250,62,66082,110,1600,5,5,85,1070
842,7800,65,66000,86,1300,3,5,69,1015
843,9950,61,66000,110,1600,3,5,69,1050
844,10750,63,65896,110,1600,3,6,85,1065
845,10950,67,65785,110,1600,5,5,85,1075
846,9950,65,65513,110,1600,4,5,85,1070
847,9950,59,65463,110,1600,5,5,85,1070
848,8100,68,65400,86,1300,4,5,69,1000
849,9250,60,65259,110,1600,3,5,69,1050
850,7800,64,65000,110,1600,3,5,69,1050
851,9000,68,65000,110,1600,5,5,85,1070
852,8950,57,65000,110,1600,4,5,69,1035
853,8950,62,64966,86,1300,3,5,69,1020
854,9950,68,64950,110,1600,5,5,85,1075
855,8500,60,64914,110,1600,5,5,85,1070
856,7995,62,64797,110,1600,5,5,85,1075
857,8750,65,64772,110,1600,3,5,69,1050
858,9750,63,64690,86,1300,3,5,69,1020
859,10950,65,64630,110,1600,5,5,85,1070
860,9750,67,64613,110,1600,5,5,85,1085
861,8200,60,64383,86,1300,3,5,69,1015
862,8950,68,64000,110,1600,5,5,85,1075
863,9500,66,63881,86,1300,3,5,69,1015
864,10950,58,63870,72,2000,5,5,185,1135
865,9750,66,63328,86,1300,5,5,85,1065
866,9950,65,63000,86,1300,5,5,85,1065
867,10450,61,63000,86,1300,3,5,69,1050
868,9850,65,62396,110,1600,3,5,69,1050
869,9450,62,62377,110,1600,5,5,85,1075
870,10295,67,62316,110,1600,3,5,69,1050
871,9750,68,62292,110,1600,3,6,85,1065
872,8950,65,62225,110,1600,3,5,69,1050
873,9900,68,62222,110,1600,5,5,85,1075
874,8750,66,62135,86,1300,5,5,69,1035
875,9950,58,62024,110,1600,5,5,85,1075
876,8500,60,61977,86,1300,3,5,69,1015
877,9950,62,61930,110,1600,4,5,69,1035
878,10950,57,61682,110,1600,3,5,69,1050
879,9795,68,61568,110,1600,4,5,69,1035
880,8750,68,61504,110,1600,4,5,69,1035
881,8250,65,61384,110,1600,3,5,69,1050
882,9950,58,61343,110,1600,5,5,85,1075
883,9950,62,61254,110,1600,5,5,85,1075
884,10500,59,61166,110,1600,3,5,69,1050
885,9750,62,61149,86,1300,5,5,69,1040
886,11250,61,61144,110,1600,5,5,85,1090
887,8900,59,61127,110,1600,3,5,69,1050
888,7950,60,61100,86,1300,3,5,69,1015
889,11500,68,61100,110,1600,5,5,85,1075
890,9450,57,61000,110,1600,3,5,69,1050
891,7995,65,60724,86,1300,3,5,69,1015
892,10995,59,60708,86,1300,5,5,69,1045
893,8950,61,60532,110,1600,3,5,69,1050
894,8250,67,60000,86,1300,4,5,69,1030
895,8950,66,60000,86,1300,3,5,69,1015
896,8950,65,60000,86,1300,3,5,69,1015
897,9500,62,59295,86,1300,5,5,69,1035
898,7500,65,59264,86,1300,3,5,69,1015
899,8950,63,59000,110,1600,3,5,69,1050
900,9950,63,59000,86,1300,5,5,19,1035
901,9750,65,59000,110,1600,5,5,19,1075
902,9450,61,59000,110,1600,5,5,85,1070
903,9950,65,59000,110,1600,3,5,69,1050
904,9750,68,58860,110,1600,3,5,85,1055
905,8950,65,58829,110,1600,3,5,69,1050
906,8250,66,58654,110,1600,5,5,85,1070
907,7750,65,58300,86,1300,3,5,69,1015
908,8950,60,58269,110,1600,3,5,69,1050
909,9950,64,58136,110,1600,5,5,85,1075
910,9450,66,58113,107,1600,3,5,85,1085
911,12950,67,58058,110,1600,3,6,85,1065
912,9950,58,58000,110,1600,3,5,69,1050
913,10495,62,58000,110,1600,3,6,85,1065
914,7950,68,57565,86,1300,5,5,69,1035
915,10500,63,57413,107,1600,5,5,85,1115
916,8950,65,57374,110,1600,5,5,85,1075
917,9900,62,57179,110,1600,5,5,85,1075
918,9995,61,57169,110,1600,3,6,85,1065
919,9950,63,57124,110,1600,3,6,85,1065
920,9950,63,57000,110,1600,3,5,69,1050
921,8250,67,57000,110,1600,3,5,69,1050
922,9950,63,57000,86,1300,5,5,69,1035
923,8950,59,56259,86,1300,3,5,69,1015
924,10950,62,56209,107,1600,3,5,85,1080
925,9250,67,56074,86,1300,4,5,69,1000
926,9950,63,55942,110,1600,5,5,85,1070
927,9995,57,55844,86,1300,5,5,69,1045
928,8750,61,55747,86,1300,3,5,69,1020
929,10950,58,55478,86,1300,5,5,69,1045
930,10350,60,55085,107,1600,5,5,85,1105
931,9950,65,55061,110,1600,5,5,85,1070
932,8950,65,55000,86,1300,3,5,69,1015
933,10950,57,55000,110,1600,5,5,85,1075
934,10950,63,54936,110,1600,5,5,85,1075
935,8950,68,54875,110,1600,5,5,85,1070
936,8900,67,54847,110,1600,3,5,69,1050
937,10250,60,54554,110,1600,3,6,85,1065
938,9450,61,54125,110,1600,5,5,69,1035
939,9250,61,54000,110,1600,3,5,85,1055
940,10500,57,54000,110,1600,5,5,85,1075
941,7350,58,54000,86,1300,5,5,69,1035
942,10250,57,54000,110,1600,3,5,19,1135
943,10250,62,53285,110,1600,5,5,85,1075
944,11500,65,53053,110,1600,5,5,85,1075
945,8950,68,53000,110,1587,3,5,19,1075
946,7750,68,53000,86,1300,3,5,69,1015
947,9500,64,52968,110,1600,3,5,69,1050
948,8450,67,52800,86,1300,3,5,69,1015
949,8950,57,52548,110,1600,3,5,69,1050
950,8400,60,52487,110,1600,4,5,69,1035
951,9250,66,52383,86,1300,3,5,69,1015
952,8900,61,52112,110,1600,4,5,69,1035
953,8750,58,51712,110,1600,3,5,69,1050
955,8950,61,51235,86,1300,4,5,69,1000
956,8950,65,51000,86,1300,3,5,69,1015
957,8895,61,50925,110,1600,5,5,85,1070
