,Price,Age_08_04,KM,HP,cc,Doors,Gears,Quarterly_Tax,Weight
959,9750,61,50173,110,1600,5,5,85,1075
960,9950,62,50000,110,1600,5,5,85,1075
961,10950,65,49942,110,1600,3,6,85,1065
962,9900,67,49585,110,1600,5,5,85,1085
963,9500,62,49258,110,1600,4,5,69,1035
964,9950,61,49000,110,1600,3,5,69,1050
965,9950,63,48738,110,1600,5,5,85,1055
966,10500,62,47750,86,1300,5,5,69,1040
967,9950,63,47612,86,1300,3,5,69,1015
968,10495,68,47500,86,1300,5,5,69,1035
969,9500,66,47237,110,1600,3,5,69,1050
970,8500,58,47171,86,1300,3,5,69,1015
971,10450,60,47060,110,1600,4,5,69,1035
972,8950,65,47014,86,1300,3,5,69,1015
973,9900,59,46929,86,1300,3,5,69,1025
974,8900,63,46000,86,1300,5,5,69,1035
975,8745,65,45681,110,1600,3,5,69,1050
976,8750,65,45549,86,1300,3,5,69,1015
977,10750,57,45000,110,1600,5,5,69,1050
978,9750,57,45000,110,1600,3,5,69,1050
979,8850,65,45000,110,1600,5,5,85,1075
980,7950,66,45000,86,1300,5,5,69,1035
981,9450,63,45000,110,1600,4,5,69,1035
982,9950,61,45000,107,1600,3,5,85,1085
983,8250,63,44944,110,1600,4,5,69,1035
984,9950,61,44597,86,1300,3,5,19,1015
985,9995,68,44458,86,1300,3,5,69,1015
986,9950,59,43818,110,1600,5,5,85,1070
987,10495,60,43426,110,1600,5,5,85,1070
989,8950,68,43000,110,1600,5,5,69,1035
990,9695,57,43000,110,1600,5,5,85,1075
991,7750,64,43000,86,1300,3,5,69,1015
992,9950,68,42750,110,1600,3,5,69,1050
993,9950,67,42102,110,1600,5,5,85,1075
994,9950,63,41586,110,1600,5,5,19,1114
995,9900,64,41200,110,1600,5,5,85,1070
996,10950,57,40214,86,1300,3,5,69,1025
997,8950,60,40000,86,1300,4,5,69,1000
998,8950,66,39222,86,1300,3,5,69,1045
999,8250,66,39144,110,1600,3,5,69,1050
1000,10250,62,39000,110,1600,5,5,85,1075
1001,8750,61,38019,110,1600,5,5,85,1070
1002,9750,68,37759,110,1600,5,5,85,1070
1003,10950,61,37500,110,1600,5,5,85,1085
1004,10950,60,37111,110,1600,3,5,69,1050
1005,9750,62,37000,86,1300,3,5,69,1015
1006,8900,59,36954,110,1600,3,5,69,1050
1007,9500,60,36943,110,1600,5,5,85,1070
1008,9950,63,36923,86,1300,5,5,69,1050
1009,9950,66,36658,110,1600,3,5,69,1050
1010,8250,65,36000,86,1300,3,5,69,1015
1011,10450,65,36000,110,1600,3,6,85,1065
1012,10950,62,35512,110,1600,3,6,85,1065
1013,9250,65,35283,86,1300,3,5,69,1015
1014,8900,68,35000,110,1600,3,5,69,1050
1015,10900,57,35000,86,1300,5,5,69,1045
1016,9750,64,34114,110,1600,3,5,69,1050
1017,11950,58,34000,110,1600,5,5,85,1075
1018,7900,68,33847,86,1300,4,5,69,1000
1019,10900,57,33535,110,1600,4,5,69,1035
1020,10450,65,33000,110,1600,3,5,69,1050
1021,10950,59,32150,110,1600,5,5,85,1085
1022,9950,65,31588,86,1300,3,5,69,1015
1023,10750,60,31480,110,1600,3,6,85,1065
1024,9900,57,31307,110,1600,5,5,85,1070
1025,10750,68,31000,110,1600,4,5,69,1035
1026,10450,58,30634,110,1600,5,5,85,1075
1027,9450,68,30300,86,1300,4,5,69,1000
1028,10750,60,28500,86,1300,3,5,69,1045
1029,10950,60,28500,110,1600,5,5,85,1075
1030,10000,57,28000,86,1300,3,5,69,1015
1031,10500,68,26698,110,1600,3,5,85,1055
1032,12500,62,26000,107,1600,3,5,85,1085
1033,8950,62,25505,86,1300,5,5,69,1035
1034,10500,58,25000,110,1600,5,5,85,1075
1035,9245,66,22835,110,1600,3,5,69,1050
1036,10950,59,22705,110,1600,5,5,85,1075
1037,9500,63,22178,86,1300,3,5,69,1015
1038,10900,62,17345,110,1600,3,5,69,1050
1039,10950,67,15535,86,1300,4,5,69,1030
1040,9450,66,15110,86,1300,5,5,69,1035
1041,5900,73,232940,72,2000,5,5,40,1172
1042,6950,79,218118,72,2000,5,5,185,1150
1043,6000,78,217764,72,2000,5,5,185,1135
1044,5250,79,207114,110,1600,5,5,197,1114
1045,4400,74,203254,72,2000,3,5,64,1135
1046,6750,77,200732,72,2000,4,5,185,1100
1047,8500,69,197501,72,2000,5,5,185,1135
1048,6150,80,194765,72,2000,3,5,185,1120
1049,6950,76,191620,72,2000,5,5,185,1150
1050,5750,76,183277,72,2000,3,5,185,1115
1051,8750,78,180378,72,2000,4,5,185,1100
1052,6500,70,178800,72,2000,3,5,185,1115
1053,5950,73,176177,110,1600,5,5,85,1075
1054,6500,78,176000,86,1300,5,5,69,1035
1055,10500,77,172980,72,2000,5,5,64,1135
1056,8500,77,170000,72,2000,4,5,185,1100
1057,7950,71,164000,110,1600,3,5,19,1050
1058,5800,78,161775,86,1300,3,5,69,1015
1059,6750,80,160000,86,1300,3,5,69,1015
1060,6950,78,159968,72,2000,3,5,185,1115
1061,5740,74,159908,110,1600,3,5,69,1050
1062,6550,73,158492,86,1300,3,5,69,1015
1063,8950,69,156204,72,2000,3,5,185,1115
1064,6750,73,156169,86,1300,5,5,69,1035
1065,7950,78,155210,110,1600,3,5,69,1050
1066,7950,69,155000,72,2000,3,5,185,1115
1067,7450,76,154900,72,2000,5,5,185,1140
1068,7750,70,151300,72,2000,5,5,185,1150
1069,6450,71,151000,110,1600,5,5,197,1094
1070,7900,75,150000,72,2000,3,5,64,1135
1071,6900,69,146304,72,2000,3,5,185,1115
1072,5600,75,146197,86,1300,3,5,69,1015
1073,5950,77,145996,110,1600,4,5,69,1035
1074,6950,80,143560,86,1300,3,5,69,1045
1075,7950,71,139145,73,2000,2,5,185,1115
1076,8950,79,138500,86,1300,5,5,69,1050
1077,7950,74,137741,90,2000,5,5,185,1135
1078,9500,80,137178,90,2000,5,5,185,1135
1079,8600,76,134889,72,2000,3,5,185,1115
1080,5950,71,134660,72,2000,5,5,64,1135
1081,7750,73,134539,110,1600,5,5,85,1070
1082,7950,79,131500,72,2000,5,5,185,1140
1083,6950,77,131307,110,1600,3,5,69,1050
1084,7250,74,130025,110,1600,3,5,69,1050
1085,6500,78,130000,86,1300,5,5,19,1015
1086,7250,77,128960,110,1600,5,5,85,1070
1087,9250,80,128351,110,1600,5,5,85,1070
1088,8250,73,128006,110,1600,3,5,69,1050
1089,7250,71,127159,72,2000,3,5,185,1115
1090,5250,72,126478,110,1600,4,5,69,1035
1091,7900,77,126000,110,1600,5,5,69,1050
1092,6900,76,125778,110,1600,3,5,69,1050
1093,7900,75,125400,110,1600,3,5,69,1050
1094,7250,74,124910,72,2000,5,5,185,1135
1095,8450,70,124743,110,1600,3,5,69,1050
1096,7950,76,124591,110,1600,5,5,85,1075
1097,7950,74,124057,110,1600,3,5,69,1050
1098,6450,72,123403,110,1600,3,5,69,1050
1099,6650,75,123104,110,1600,5,5,85,1070
1100,7950,74,123077,86,1300,3,5,69,1015
1101,7250,80,122820,86,1300,5,5,69,1040
1102,7450,77,122290,110,1600,3,5,69,1050
1103,7950,74,121900,110,1600,4,5,69,1035
1104,7250,77,121545,110,1600,5,5,85,1070
1105,8250,71,120474,72,2000,3,5,185,1115
1106,8950,76,120263,72,2000,5,5,64,1135
1107,7750,74,120196,110,1600,3,5,69,1050
1108,8500,71,120000,110,1600,5,5,85,1085
1109,7750,78,120000,110,1600,5,5,85,1075
1110,5750,73,115877,110,1600,4,5,69,1035
1111,6900,76,115345,110,1600,5,5,85,1070
1112,6500,71,115157,110,1600,3,5,69,1050
1113,6500,78,115000,107,1600,5,5,85,1100
1114,7600,77,114258,86,1300,5,5,69,1050
1115,8950,73,112963,72,2000,5,5,185,1135
1116,7450,74,112307,110,1600,5,5,85,1070
1117,7350,72,112000,86,1300,3,5,69,1015
1118,7750,73,111602,86,1300,3,5,69,1015
1119,7460,80,111392,110,1598,3,5,197,1083
1120,9250,76,110901,110,1600,5,5,85,1085
1121,7250,80,110887,110,1600,3,5,85,1055
1122,6500,72,110634,86,1300,3,5,69,1015
1123,6800,80,110000,110,1600,4,5,69,1035
1124,8700,75,109540,110,1600,5,5,85,1085
1125,7500,78,109263,110,1600,5,5,85,1070
1126,7750,71,107516,110,1600,3,5,69,1050
1127,7950,73,107108,110,1600,3,5,69,1050
1128,9950,75,107000,110,1600,3,5,69,1050
1129,6640,74,106250,110,1600,5,5,85,1070
1130,8750,71,106150,86,1300,3,5,19,1015
1131,7750,72,106108,110,1600,3,5,69,1050
1132,5950,72,105856,86,1300,3,5,69,1015
1133,6750,77,105152,86,1300,3,5,69,1015
1134,6500,80,105135,110,1600,3,5,69,1050
1135,8750,76,104344,110,1600,3,5,69,1050
1136,7950,74,104150,110,1600,3,5,69,1050
1137,6750,74,104000,86,1300,3,5,69,1010
1138,7950,73,103121,86,1300,5,5,69,1035
1139,7950,80,102300,86,1300,3,5,69,1015
1140,8950,75,102005,107,1600,5,5,85,1105
1141,7750,77,102000,86,1300,3,5,69,1015
1142,6450,75,101855,110,1600,5,5,85,1070
1143,6900,74,101773,110,1600,3,5,69,1050
1144,8450,75,101159,110,1600,5,5,85,1085
1145,6750,74,101000,86,1300,3,5,19,1015
1146,8050,74,100732,86,1300,4,5,69,1030
1147,9500,79,100719,110,1600,5,5,85,1070
1148,7750,78,100487,110,1600,4,5,69,1035
1149,8500,80,100458,110,1600,5,5,85,1085
1150,7795,75,100192,110,1600,3,5,69,1050
1151,6490,80,100123,110,1600,3,5,69,1050
1152,7950,73,99971,110,1600,3,5,69,1050
1153,6425,79,99397,86,1300,5,5,69,1035
1154,8950,69,99374,86,1300,5,5,69,1035
1155,6950,72,99245,110,1600,5,5,19,1114
1156,8750,79,98742,110,1600,5,5,85,1085
1157,8450,71,98154,110,1600,3,5,69,1050
1158,7950,77,98000,110,1600,5,5,19,1065
1159,7950,80,97548,86,1300,5,5,69,1035
1160,8900,78,97534,110,1600,5,5,85,1070
1161,8950,73,97494,110,1600,5,5,85,1085
1162,8900,73,97085,110,1600,5,5,85,1085
1163,7950,69,97000,110,1600,4,5,69,1035
1164,6495,74,96302,86,1300,3,5,69,1015
1165,7250,78,96000,86,1300,3,5,69,1015
1166,9250,74,96000,110,1600,5,5,85,1085
1167,6650,78,95909,110,1600,5,5,85,1070
1168,6990,79,95700,110,1600,5,5,85,1085
1169,7750,78,95651,110,1600,5,5,85,1070
1170,6950,79,95000,86,1300,5,5,69,1035
1171,7250,80,94447,110,1600,3,5,69,1050
1172,9950,80,94079,110,1600,5,5,85,1085
1173,9250,80,93841,110,1600,5,5,85,1070
1174,7200,79,93090,86,1300,5,5,69,1035
1175,8250,72,93066,110,1600,5,5,85,1075
1176,8950,79,93039,110,1600,3,5,69,1050
1177,8250,77,93000,110,1600,5,5,85,1075
1178,6250,80,92830,86,1300,3,5,69,1015
1179,9900,80,92255,107,1600,5,5,85,1105
1180,7300,80,92096,86,1300,5,5,69,1035
1181,8950,72,91921,86,1300,3,5,69,1020
1182,6500,70,91900,86,1300,3,5,69,1015
1183,7950,78,91399,110,1600,5,5,85,1070
1184,7450,75,91082,110,1600,3,5,69,1050
1185,7950,71,90370,86,1300,5,5,69,1035
1186,8500,78,90345,86,1300,5,5,69,1035
1187,6950,77,90305,86,1300,3,5,69,1015
1188,7950,78,90011,86,1300,3,5,69,1045
1189,6750,77,90000,86,1300,3,5,69,1015
1190,8450,70,89983,110,1600,3,5,85,1055
1191,7500,78,89953,110,1600,5,5,19,1114
1192,8750,74,89800,72,2000,3,5,185,1115
1193,8750,79,89739,86,1300,5,5,69,1035
1194,8950,76,89520,110,1600,3,5,69,1050
1195,7450,75,89507,86,1300,3,5,69,1015
1196,9200,69,89096,110,1600,5,5,85,1085
1197,8950,74,88700,110,1600,3,5,69,1050
1198,7850,72,88500,110,1600,5,5,85,1075
1199,6950,73,88186,72,2000,3,5,185,1115
1200,7200,75,88000,110,1600,3,5,69,1050
1201,7450,78,87743,110,1600,3,5,85,1055
1202,6750,75,87613,86,1300,3,5,69,1015
1203,7500,73,87358,110,1600,3,5,69,1050
1204,7450,72,87083,110,1600,4,5,69,1035
1205,7950,70,87000,110,1600,4,5,69,1035
1206,7250,78,87000,110,1600,4,5,69,1035
1207,7950,73,87000,86,1300,3,5,69,1015
1208,8250,80,87000,86,1300,3,5,69,1015
1209,8250,72,86860,110,1600,5,5,85,1075
1210,6750,80,86109,110,1600,3,5,85,1055
1211,8750,79,86000,86,1300,5,5,69,1040
1212,8950,80,86000,110,1600,3,5,19,1050
1213,8500,70,85864,72,2000,5,5,185,1135
1214,8250,80,85565,110,1600,5,5,85,1070
1215,9450,70,85470,107,1600,3,5,85,1080
1216,7950,73,85200,110,1600,3,5,69,1050
1217,7900,70,85000,110,1600,3,5,85,1055
1218,8500,73,84988,110,1600,3,5,69,1050
1219,8250,79,84966,110,1600,5,5,85,1070
1220,8250,76,84472,110,1600,5,5,85,1070
1221,8950,73,84402,110,1600,4,5,69,1035
1222,7950,74,84123,110,1600,3,5,69,1050
1223,6950,80,84000,110,1600,5,5,85,1075
1224,7250,78,84000,110,1600,5,5,19,1065
1225,7750,77,84000,110,1600,5,5,85,1085
1226,8700,75,83850,110,1600,3,5,85,1055
1227,8950,80,83540,110,1600,5,5,85,1070
1228,6750,76,83405,110,1600,5,5,85,1070
1229,7500,71,83291,110,1600,5,5,85,1070
1230,7950,69,83133,86,1300,3,5,69,1015
1231,8950,71,83047,86,1300,3,5,69,1045
1232,7950,71,82700,110,1600,3,5,69,1050
1233,7450,78,82675,86,1300,3,5,69,1015
1234,5950,78,82595,86,1300,3,5,19,1015
1235,7750,75,82256,110,1600,3,5,69,1050
1236,6950,77,82103,86,1300,3,5,69,1015
1237,8750,80,82021,86,1300,5,5,69,1035
1238,8950,71,82000,110,1600,5,5,85,1075
1239,7495,79,81988,110,1600,5,5,85,1070
1240,7750,76,81930,110,1600,5,5,85,1070
1241,6950,70,81663,110,1600,3,5,69,1050
1242,7990,77,80486,110,1600,5,5,85,1070
1243,7250,78,80000,110,1600,4,5,19,1065
1244,6900,69,79000,86,1300,3,5,69,1015
1245,7750,74,78894,110,1600,5,5,85,1070
1246,7250,78,78689,110,1600,4,5,69,1035
1247,8950,77,78435,86,1300,3,5,69,1015
1248,8500,71,78260,110,1600,3,5,69,1050
1249,7950,72,78120,110,1600,5,5,85,1075
1250,6950,77,77000,86,1300,3,5,19,1015
1251,8000,78,77000,110,1600,3,5,69,1050
1252,7950,75,76382,110,1600,3,5,85,1055
1253,8500,76,76268,86,1300,3,5,69,1015
1254,7490,73,76151,86,1300,3,5,69,1015
1255,8250,80,76000,110,1600,3,5,69,1050
1256,9250,71,76000,110,1600,5,5,85,1070
1257,7950,72,75840,86,1300,5,5,69,1035
1258,9500,77,75799,110,1600,3,5,19,1050
1259,8950,72,75525,110,1600,3,5,19,1114
1260,8450,78,75323,86,1300,5,5,69,1050
1261,7995,79,75322,110,1600,4,5,85,1115
1262,8750,78,75226,110,1600,4,5,69,1035
1263,5950,71,75085,86,1300,5,5,69,1035
1264,8500,73,75000,110,1600,5,5,85,1075
1265,8950,69,75000,86,1300,4,5,69,1000
1266,8750,69,75000,86,1300,4,5,69,1000
1267,7600,78,74926,110,1600,5,5,85,1075
1268,7145,80,74785,110,1600,5,5,85,1070
1269,8450,69,74573,110,1600,5,5,85,1085
1270,5950,75,74567,86,1300,3,5,19,1015
1271,9000,80,74196,110,1600,5,5,85,1075
1272,7250,80,74151,110,1600,3,5,69,1050
1273,7400,75,74096,110,1600,3,5,69,1050
1274,8800,79,74093,110,1600,5,5,85,1075
1275,7750,71,74000,110,1600,3,5,69,1050
1276,7500,75,74000,86,1300,3,5,69,1015
1277,8450,78,73638,86,1300,4,5,19,1015
1278,7400,75,73460,110,1600,5,5,85,1070
1279,7500,80,73200,110,1600,5,5,85,1070
1280,8950,76,73116,110,1600,5,5,85,1075
1281,8950,70,73014,110,1600,5,5,85,1075
1282,7950,77,72703,110,1600,3,5,69,1050
1283,7950,79,72328,110,1600,5,5,85,1075
1284,7950,78,72222,110,1600,5,5,85,1070
1285,8950,71,72128,107,1600,5,5,85,1100
1286,7750,78,72090,110,1600,5,5,85,1070
1287,8250,78,72000,110,1600,4,5,69,1035
1288,7950,78,72000,110,1600,3,5,85,1055
1289,7750,77,71900,86,1300,3,5,69,1015
1290,8500,77,71825,110,1600,5,5,85,1075
1291,6950,80,71740,110,1600,5,5,85,1070
1292,7500,80,71500,110,1600,4,5,69,1035
1293,7750,79,71359,110,1600,3,5,69,1050
1294,5950,79,71263,86,1300,3,5,69,1015
1295,7500,78,71186,110,1600,3,5,69,1050
1296,8950,72,71054,86,1300,3,5,69,1045
1297,7950,76,71000,110,1600,3,5,69,1050
1298,6900,80,70939,110,1600,5,5,85,1100
1299,7450,77,70932,110,1600,3,5,69,1050
1300,8500,80,70597,107,1600,3,5,85,1080
1301,7500,73,70482,110,1600,5,5,19,1075
1302,8750,77,70124,110,1600,3,5,69,1050
1303,7500,76,70039,110,1600,3,5,69,1050
1304,9950,80,69904,110,1600,5,5,85,1070
1305,7950,75,69388,86,1300,3,5,69,1010
1306,9950,75,69320,110,1600,5,5,85,1070
1307,9250,78,69000,110,1600,5,5,85,1075
1308,9250,73,68988,86,1300,5,5,69,1035
1309,9950,79,68945,110,1600,5,5,85,1085
1310,5950,74,68285,110,1600,3,5,69,1050
1311,7995,76,68000,110,1600,5,5,85,1075
1312,8950,70,68000,86,1300,3,5,69,1045
1313,7450,75,67451,86,1300,4,5,69,1000
1314,8250,76,67266,86,1300,5,5,69,1035
1315,8500,78,67255,110,1600,5,5,85,1085
1316,8500,70,67100,110,1600,5,5,85,1075
1317,9400,69,67092,72,2000,3,5,185,1115
1318,7250,80,66880,110,1600,3,5,85,1055
1319,8950,79,66855,110,1600,5,5,85,1075
1320,9450,80,66843,110,1600,5,5,85,1075
1321,8500,74,66718,110,1600,3,5,69,1050
1322,6750,80,66168,86,1300,3,5,69,1015
1323,7400,80,65950,110,1600,5,5,85,1070
1324,8950,78,65500,86,1300,3,5,69,1015
1325,6900,80,65307,110,1600,3,5,85,1055
1326,7750,79,65254,86,1300,3,5,69,1015
1327,8950,71,65021,72,2000,3,5,185,1115
1328,6950,75,65006,86,1300,3,5,69,1015
1329,8495,77,64280,110,1600,4,5,69,1035
1330,10000,75,64000,107,1600,3,5,85,1085
1331,6999,71,64000,110,1600,5,5,85,1070
1332,8950,80,64000,110,1600,3,5,85,1055
1333,8500,79,63918,110,1600,4,5,69,1035
1334,8750,75,63634,110,1600,4,5,69,1035
1335,7499,80,63500,110,1600,3,5,69,1050
1336,9000,80,63266,110,1600,4,5,69,1035
1337,8950,77,62595,110,1600,3,5,69,1050
1338,6950,80,62581,110,1600,5,5,85,1075
1339,8500,77,62285,110,1600,5,5,85,1075
1340,8450,77,61906,86,1300,5,5,85,1065
1341,8950,74,61700,110,1600,5,5,85,1070
1342,8250,77,61648,110,1600,5,5,85,1070
1343,7950,75,61626,86,1300,5,5,69,1035
1344,7450,70,61510,110,1600,4,5,69,1035
1345,9000,79,61165,107,1600,3,5,85,1080
1346,7150,70,61000,110,1600,4,5,69,1035
1347,7750,76,60833,110,1600,4,5,69,1035
1348,5845,70,60600,86,1300,3,5,85,1060
1349,8500,72,60483,110,1600,5,5,85,1075
1350,8250,80,60476,110,1600,5,5,19,1114
1351,9450,79,60142,110,1600,3,5,69,1050
1352,6750,69,60050,110,1600,3,5,69,1050
1353,8400,77,60000,110,1600,3,5,69,1050
1354,7900,76,60000,110,1600,3,5,69,1050
1355,7950,76,59815,110,1587,3,5,85,1055
1356,8750,80,59326,110,1600,5,5,85,1085
1357,9900,73,59240,110,1600,3,5,69,1050
1358,6495,71,59164,110,1600,4,5,69,1035
1359,8250,70,59017,107,1600,3,5,85,1080
1360,6900,69,58952,110,1600,3,5,69,1050
1361,7500,74,58454,86,1300,3,5,69,1015
1362,7950,75,58341,86,1300,4,5,69,1030
1363,8250,80,58267,110,1600,5,5,85,1070
1364,8950,80,58000,110,1600,3,5,85,1055
1365,9750,70,57829,110,1600,3,5,19,1050
1366,8250,80,57787,86,1300,3,5,69,1015
1367,8900,78,57628,110,1600,5,5,85,1075
1368,8950,75,57537,86,1300,5,5,69,1050
1369,6750,76,57263,110,1600,3,5,69,1050
1370,7950,75,57144,110,1600,5,5,85,1070
1371,8600,69,57096,86,1300,3,5,69,1025
1372,7750,80,57000,86,1300,4,5,69,1000
1373,7800,73,56566,110,1600,3,5,69,1050
1374,8750,73,56307,110,1600,3,5,69,1050
1375,9500,79,56214,86,1300,3,5,69,1015
1376,7750,74,56132,110,1600,4,5,69,1035
1377,9950,79,55425,110,1600,5,5,85,1075
1378,7750,77,54439,86,1300,3,5,69,1015
1379,5950,69,53809,110,1600,3,5,69,1050
1380,10950,76,53133,110,1600,5,5,85,1070
1381,9450,77,52900,110,1600,4,5,19,1075
1382,8250,80,52700,110,1600,3,5,69,1050
1383,9750,69,52320,110,1600,5,5,85,1070
1384,7450,78,52287,110,1600,5,5,19,1114
1385,8750,75,52000,110,1600,5,5,19,1075
1386,8750,69,52000,110,1600,3,5,69,1050
1387,8500,73,52000,110,1600,4,5,85,1065
1388,8950,70,51874,86,1300,4,5,69,1000
1389,7500,79,49827,86,1300,5,5,69,1035
1390,7250,69,49640,110,1600,4,5,69,1035
1391,7450,80,49580,110,1600,4,5,69,1035
1392,8750,76,49170,86,1300,3,5,69,1045
1393,9800,77,48838,110,1600,3,5,85,1055
1394,7500,71,48576,86,1300,3,5,69,1015
1395,8950,75,48400,110,1600,5,5,85,1075
1396,8950,74,48242,86,1300,5,5,69,1035
1397,7450,70,47955,110,1600,5,5,85,1070
1398,8950,71,47633,110,1600,5,5,85,1075
1399,10500,78,47400,86,1300,5,5,69,1040
1400,7000,73,47360,86,1300,3,5,69,1010
1401,8500,77,45507,110,1600,3,5,69,1050
1402,7750,76,45410,86,1300,5,5,69,1035
1403,8950,70,44850,110,1600,3,5,69,1050
1404,8250,69,44826,110,1600,5,5,85,1075
1405,9250,80,44444,110,1600,3,5,69,1050
1406,7900,75,43720,110,1600,5,5,85,1070
1407,8500,78,43622,86,1300,4,5,69,1000
1408,7950,76,43532,110,1600,5,5,85,1070
1409,9950,69,42800,110,1600,3,5,69,1050
1410,8750,74,42317,107,1600,5,5,85,1100
1411,7500,80,42186,110,1600,3,5,69,1050
1412,6950,72,42000,110,1600,3,5,69,1050
1413,8950,79,40093,110,1600,5,5,19,1114
1414,8750,79,39800,107,1600,3,5,85,1080
1415,7750,73,39168,86,1300,3,5,69,1015
1416,8450,75,38945,110,1600,3,5,69,1050
1417,8150,76,36537,110,1600,4,5,85,1075
1418,8500,78,36000,86,1300,3,5,69,1045
1419,7600,78,36000,110,1600,3,5,69,1050
1420,7950,80,35821,86,1300,3,5,19,1015
1421,7750,73,34717,86,1300,3,5,69,1015
1422,7950,80,34000,86,1300,4,5,69,1000
1423,9950,78,30964,110,1600,3,4,85,1080
1424,8950,71,29000,86,1300,3,5,69,1045
1425,8450,72,26000,86,1300,3,5,69,1015
1426,8950,78,24000,86,1300,5,5,85,1065
1427,8450,80,23000,86,1300,3,5,69,1015
1428,7500,69,20544,86,1300,3,5,69,1025
1429,10845,72,19000,86,1300,3,5,69,1015
1430,8500,71,17016,86,1300,3,5,69,1015
1431,7250,70,16916,86,1300,3,5,69,1015
1432,6950,76,1,110,1600,5,5,19,1114
